Comment_number,User_number,Date_of_comment,Proof_of_payment,Platform_ID,Platform,Nested_comment,Rating,Comment,comment_clean,date,time_of_comment,year,month,month_year,week_day,week_day_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356505,39989,2018-01-06 23:13:23,0,22005,amortar,0,1,"SCAM !<br />
<br />
Je viens de perdre tout (j'arrivais à 3$) car aujourd'hui j'ai le message ""Invalid details login"".<br />
<br />
A éviter !<br />
","SCAM !  Je viens de perdre tout (j'arrivais à 3$) car aujourd'hui j'ai le message ""Invalid details login"".  A éviter ! ",2018-01-06,2020-05-09 23:13:23,2018,1,2018-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356525,51194,2018-01-07 00:20:52,0,6628,vEuro,0,1,"J'ai commandé un paiement le 28 décembre qui est marqué comme confirmé mais je n'en ai jamais vu la couleur, ils ne répondent à aucuns messages.<br />
Je ne recommande vraiment pas","J'ai commandé un paiement le 28 décembre qui est marqué comme confirmé mais je n'en ai jamais vu la couleur, ils ne répondent à aucuns messages. Je ne recommande vraiment pas",2018-01-07,2020-05-09 00:20:52,2018,1,2018-01,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359006,89765,2018-01-17 11:27:53,0,25301,Coinclickz,0,1,"Site inaccessible depuis 1 semaine..<br />
Penser à changer son statut en ""fermé""","Site inaccessible depuis 1 semaine.. Penser à changer son statut en ""fermé""",2018-01-17,2020-05-09 11:27:53,2018,1,2018-01,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356868,93546,2018-01-08 08:59:41,0,8520,Click-cpm,0,1,"Une barre qui mange un max de cpu( jusqu'à 80% parfois!), un paiement en attente depuis le 9/10/2017 alors que les CGU sont signées.<br />
Un admin qui répond pour les codes mais est aux abonnés absents pour les paiements. S'il y a bien une chose pénible c'est les admins qui snobent leurs membres, même si pas vip, nous participons aussi au taux avec nos clics rému, autosurf etc.... !!!!<br />
<br />
Et qu'il ne vienne pas répondre qu'il est malade, il a certes la grippe en ce moment mais pas depuis octobre!<br />
Après je ne suis pas une imbécile non plus,""pour les membres standards plus d'1 mois"", ça peut aussi vouloir dire 10 ans..... |<span class=editCom> | Edit. : 15/01/2018 9:23:54</span>","Une barre qui mange un max de cpu( jusqu'à 80% parfois!), un paiement en attente depuis le 9/10/2017 alors que les CGU sont signées. Un admin qui répond pour les codes mais est aux abonnés absents pour les paiements. S'il y a bien une chose pénible c'est les admins qui snobent leurs membres, même si pas vip, nous participons aussi au taux avec nos clics rému, autosurf etc.... !!!!  Et qu'il ne vienne pas répondre qu'il est malade, il a certes la grippe en ce moment mais pas depuis octobre! Après je ne suis pas une imbécile non plus,""pour les membres standards plus d'1 mois"", ça peut aussi vouloir dire 10 ans..... | | Edit. : 15/01/2018 9:23:54",2018-01-08,2020-05-09 08:59:41,2018,1,2018-01,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356916,104698,2018-01-08 12:58:13,0,21847,Riot Points Mining,0,1,Application introuvable dans google play store ?,Application introuvable dans google play store ?,2018-01-08,2020-05-09 12:58:13,2018,1,2018-01,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356972,105830,2018-01-08 15:21:48,0,678,MySurvey,0,1,"Deux sondages effectués consécutivement - qui n'étaient pas ceux reçus par e-mails - et pour lesquels je n'ai reçu aucune attribution de points : j'ai perdu 45 mns et 140 points !<br />
Réclamations faites, je n'avais pas le n° de référence du 1er, il m'a été répondu que j'aurais dû le noter ; pour la 2ème enquête, échaudée par cette expérience, j'avais pris soin de noter son n° mais n'ai pas obtenu les points sous prétexte qu'""ils"" n'avaient pas reçu les données suite à un problème technique !<br />
Le ""gain"" étant déjà ridicule au regard du temps passé si, de surcroît, il est aléatoire, cela devient une arnaque absolue.","Deux sondages effectués consécutivement - qui n'étaient pas ceux reçus par e-mails - et pour lesquels je n'ai reçu aucune attribution de points : j'ai perdu 45 mns et 140 points ! Réclamations faites, je n'avais pas le n° de référence du 1er, il m'a été répondu que j'aurais dû le noter ; pour la 2ème enquête, échaudée par cette expérience, j'avais pris soin de noter son n° mais n'ai pas obtenu les points sous prétexte qu'""ils"" n'avaient pas reçu les données suite à un problème technique ! Le ""gain"" étant déjà ridicule au regard du temps passé si, de surcroît, il est aléatoire, cela devient une arnaque absolue.",2018-01-08,2020-05-09 15:21:48,2018,1,2018-01,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357145,40621,2018-01-08 22:48:08,0,15373,BitsForClicks,0,1,"Le site ne paye plus. J'ai en pending depuis 1 mois, c'est supposé payer tout les lundis.","Le site ne paye plus. J'ai en pending depuis 1 mois, c'est supposé payer tout les lundis.",2018-01-08,2020-05-09 22:48:08,2018,1,2018-01,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357203,105935,2018-01-09 03:32:06,0,22682,difbux.com,0,1,j ai eu un compte bloqué apparemment on doit pas payer quelqu'un pour qu il s inscrive avec un lien. j ai crée un job de 275personnes sur picoworkers. Résultat un bon compte bien gras fut suspendu. Comment cherche  t on alors des filleuls. Tout le monde n est pas un bon youtuber ou blogueur.,j ai eu un compte bloqué apparemment on doit pas payer quelqu'un pour qu il s inscrive avec un lien. j ai crée un job de 275personnes sur picoworkers. Résultat un bon compte bien gras fut suspendu. Comment cherche  t on alors des filleuls. Tout le monde n est pas un bon youtuber ou blogueur.,2018-01-09,2020-05-09 03:32:06,2018,1,2018-01,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357239,68049,2018-01-09 08:19:47,0,12357,MicroWorkers,0,1,"C'est bien compliqué pour se faire payer. Il serait si simple d'effectuer un paiement via Paypal comme la majorité des sites le propose. Cette histoire de Pin par envoi postal pour être payé, c'est pourquoi faire simple quand on peut faire compliqué. J'ai fait une demande de paiement depuis le 10/11. Je n'ai rien reçu. J'envoie un message. Réponse type ""pin has been resent"", sans bonjour, ni rien, en début de message. Pas du plus bel effet.. Niveau courtoisie, et par conséquent, sérieux et confiance....ils repasseront. Je vais dans mon profil, je me rends compte que mon prénom a été....""traduit"" en anglais... Hallucinant !! Un envoi postal met 7 jours des USA jusqu'en France. Un second envoi (facturé 2&euro;... eh ben voyons...) aurait été effectué le 10/12. Toujours rien reçu...Objectivement, il y a de quoi se poser des questions. Je ne conseille pas ce site. ","C'est bien compliqué pour se faire payer. Il serait si simple d'effectuer un paiement via Paypal comme la majorité des sites le propose. Cette histoire de Pin par envoi postal pour être payé, c'est pourquoi faire simple quand on peut faire compliqué. J'ai fait une demande de paiement depuis le 10/11. Je n'ai rien reçu. J'envoie un message. Réponse type ""pin has been resent"", sans bonjour, ni rien, en début de message. Pas du plus bel effet.. Niveau courtoisie, et par conséquent, sérieux et confiance....ils repasseront. Je vais dans mon profil, je me rends compte que mon prénom a été....""traduit"" en anglais... Hallucinant !! Un envoi postal met 7 jours des USA jusqu'en France. Un second envoi (facturé 2€... eh ben voyons...) aurait été effectué le 10/12. Toujours rien reçu...Objectivement, il y a de quoi se poser des questions. Je ne conseille pas ce site. ",2018-01-09,2020-05-09 08:19:47,2018,1,2018-01,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357354,82240,2018-01-09 17:24:43,0,24737,Adzfour.com,0,1,"You are right!<br />
Another scam! i am tired of ptc! :(",You are right! Another scam! i am tired of ptc! :(,2018-01-09,2020-05-09 17:24:43,2018,1,2018-01,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357424,106056,2018-01-10 00:25:49,0,25300,starpasstore,0,1,"ce site n est enregistrer dans aucun pays design fait peur il ont des partenaires MDR(EMS...) Comment NBR peut etre complice et autoriser la fiche de se site bizzare? Vous vous rendez complice d une arnaque . Ce site n'a aucune preuve de paiement ni aucune evaluation client? perso j aurais peur de commander chez eux. Ont comprend rien il parle de youpass,phone-alchemist ???? <span class=editCom> | Edit. : 10/01/2018 0:28:26</span>","ce site n est enregistrer dans aucun pays design fait peur il ont des partenaires MDR(EMS...) Comment NBR peut etre complice et autoriser la fiche de se site bizzare? Vous vous rendez complice d une arnaque . Ce site n'a aucune preuve de paiement ni aucune evaluation client? perso j aurais peur de commander chez eux. Ont comprend rien il parle de youpass,phone-alchemist ????  | Edit. : 10/01/2018 0:28:26",2018-01-10,2020-05-09 00:25:49,2018,1,2018-01,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357493,89618,2018-01-10 10:34:24,0,23112,Thinksurvey,0,1,Bonjour J'ai tenté de m'y inscrire mais ce site m'a tout l'air de n'etre reservé qu'aux residents Indiens,Bonjour J'ai tenté de m'y inscrire mais ce site m'a tout l'air de n'etre reservé qu'aux residents Indiens,2018-01-10,2020-05-09 10:34:24,2018,1,2018-01,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357513,60484,2018-01-10 12:06:22,0,18520,Cliquesteria,0,1,"Je considère ce site comme une arnaque.<br />
Mon compte a été supendu dès que j'ai demandé un paiement. Impossible de contacter le support une fois le compte suspendu et pas de réponse quand je les contacte directement via adresse mail. On en reparlera très bientôt...",Je considère ce site comme une arnaque. Mon compte a été supendu dès que j'ai demandé un paiement. Impossible de contacter le support une fois le compte suspendu et pas de réponse quand je les contacte directement via adresse mail. On en reparlera très bientôt...,2018-01-10,2020-05-09 12:06:22,2018,1,2018-01,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357533,55297,2018-01-10 13:20:04,0,12030,Click-It,0,1,Site  non serieux  paiement  que je nais pas recu depuis 2 mois  a eviter,Site  non serieux  paiement  que je nais pas recu depuis 2 mois  a eviter,2018-01-10,2020-05-09 13:20:04,2018,1,2018-01,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357714,29924,2018-01-11 04:02:35,0,49,ClixSense,0,1,"Bonjour,<br />
<br />
Après plus d'une semaine de faire des offres en visionnant des vidéos, j'ai reçu aucun centime.  Suite à un ticket que j'ai émis sur le site, tout a changé pour l'obtention de bonus.  Les task où on ne peut même pas s'y connecter et les sondages qui nous laissent en plan parce qu'on a pas les critères pour leur recherche, alors voilà encore un site où il faut payer pour être payer.  Donc, arnaque dans mon cas pour la dernière semaine écoulée.<br />
À éviter si vous voulez pas perdre votre temps.<br />
<br />
Cordialement ","Bonjour,  Après plus d'une semaine de faire des offres en visionnant des vidéos, j'ai reçu aucun centime.  Suite à un ticket que j'ai émis sur le site, tout a changé pour l'obtention de bonus.  Les task où on ne peut même pas s'y connecter et les sondages qui nous laissent en plan parce qu'on a pas les critères pour leur recherche, alors voilà encore un site où il faut payer pour être payer.  Donc, arnaque dans mon cas pour la dernière semaine écoulée. À éviter si vous voulez pas perdre votre temps.  Cordialement ",2018-01-11,2020-05-09 04:02:35,2018,1,2018-01,3,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358138,106368,2018-01-12 20:33:07,0,12030,Click-It,0,1,"Nimporte quoi ce site cela fait 1 mois et demi que jai passer la commande de 10 euros paypal qui ne sont jamais arrivé jai contacter le support une diazaine fois il mont repondus 3 fois ( 3 jous aprés les nombreuses demandes) en disant que "" il y avais beaucoup de demande il se pourrais quil y ai eu des bugs "" MON CUL site de merde arnaque ","Nimporte quoi ce site cela fait 1 mois et demi que jai passer la commande de 10 euros paypal qui ne sont jamais arrivé jai contacter le support une diazaine fois il mont repondus 3 fois ( 3 jous aprés les nombreuses demandes) en disant que "" il y avais beaucoup de demande il se pourrais quil y ai eu des bugs "" MON CUL site de merde arnaque ",2018-01-12,2020-05-09 20:33:07,2018,1,2018-01,4,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358252,93546,2018-01-13 09:02:07,0,8520,Click-cpm,0,1,"Un paiement de plus pour Grizzy, normal, il est vip, les autres c'est minimum 6 mois et encore....<span class=editCom> | Edit. : 15/01/2018 9:24:21</span>","Un paiement de plus pour Grizzy, normal, il est vip, les autres c'est minimum 6 mois et encore.... | Edit. : 15/01/2018 9:24:21",2018-01-13,2020-05-09 09:02:07,2018,1,2018-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365905,3960,2018-02-12 23:50:48,0,21542,BtcAds,0,1,"Bonsoir,<br />
Site fermé.","Bonsoir, Site fermé.",2018-02-12,2020-05-09 23:50:48,2018,2,2018-02,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365912,109521,2018-02-13 01:04:04,0,26050,BITCOIN-FORFAIT,0,1,52,52,2018-02-13,2020-05-09 01:04:04,2018,2,2018-02,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358562,39989,2018-01-14 19:38:35,0,10530,TheBuxer,0,1,"SCAM !<br />
<br />
Dès que j'ai eu atteint mes 2$ de cashout, bam ! Je ne peux plus me connecter : ""invalid login details"" !<br />
<br />
A éviter !<br />
","SCAM !  Dès que j'ai eu atteint mes 2$ de cashout, bam ! Je ne peux plus me connecter : ""invalid login details"" !  A éviter ! ",2018-01-14,2020-05-09 19:38:35,2018,1,2018-01,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358586,39989,2018-01-14 20:54:01,0,25599,Visaptc,0,1,"SCAM !<br />
<br />
Il annonce le paiement effectué alors que rien n'est versé sur le compte !<br />
<br />
A fuir !<br />
",SCAM !  Il annonce le paiement effectué alors que rien n'est versé sur le compte !  A fuir ! ,2018-01-14,2020-05-09 20:54:01,2018,1,2018-01,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358663,20550,2018-01-15 09:50:06,0,2317,bananalotto,0,1,"on ne gagne presque rien et impossible de recevoir un chèque la boutique est vide en 10s, bizarre","on ne gagne presque rien et impossible de recevoir un chèque la boutique est vide en 10s, bizarre",2018-01-15,2020-05-09 09:50:06,2018,1,2018-01,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363217,67427,2018-02-04 01:00:58,0,23248,Trustclix.com,0,1,Admin voleur manque du professionalisme et malhonnette attention il ne faut pas investir dans ce site il va fermer tres bientot,Admin voleur manque du professionalisme et malhonnette attention il ne faut pas investir dans ce site il va fermer tres bientot,2018-02-04,2020-05-09 01:00:58,2018,2,2018-02,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358705,106802,2018-01-15 14:56:04,0,22296,Uniclique,0,1,"hello everyone i need your help my account suspended just because i was asking my payment to be approved ...<br />
my first payment was sent in 13 or 15th Dec 2017 and it didn't approved until i send to them support ticket in 24 Dec my second payment request was sent in 6th Jan and until 12th Jan was still in pending i post in forum about that they suspend my account <br />
I'm just asking if my payment approved just in time like they say 3 days after the request why i will post in the forum or here ...<br />
i did not say that the website is scam but he is not a serious one thanks . <br />
PS: i send 2 emails to Unimedia19@Gmail.com and i'm waiting to there respond please help to get my account back or my money these is no fair ",hello everyone i need your help my account suspended just because i was asking my payment to be approved ... my first payment was sent in 13 or 15th Dec 2017 and it didn't approved until i send to them support ticket in 24 Dec my second payment request was sent in 6th Jan and until 12th Jan was still in pending i post in forum about that they suspend my account  I'm just asking if my payment approved just in time like they say 3 days after the request why i will post in the forum or here ... i did not say that the website is scam but he is not a serious one thanks .  PS: i send 2 emails to Unimedia19@Gmail.com and i'm waiting to there respond please help to get my account back or my money these is no fair ,2018-01-15,2020-05-09 14:56:04,2018,1,2018-01,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358849,104698,2018-01-16 12:21:13,0,13664,MintCoins ,0,1,ÉLÉMENT INTROUVABLE DANS LE PLAY STORE !!!,ÉLÉMENT INTROUVABLE DANS LE PLAY STORE !!!,2018-01-16,2020-05-09 12:21:13,2018,1,2018-01,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359080,66155,2018-01-17 17:55:16,0,14538,kono-surf.fr,0,1,SITE HS,SITE HS,2018-01-17,2020-05-09 17:55:16,2018,1,2018-01,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359092,70306,2018-01-17 18:55:09,0,14791,Ba-Click,0,1,"Bonjour<br />
<br />
Pour ma part je n'ai toujours rien reçu depuis le 18/12/2017 !!!<br />
Et cela malgré les 2 mails de relance le pendant ce mois d'attente.<br />
C'est pas sérieux de plus que c'est ma deuxième demande, donc mon compte paypal est connu d'eux vu qu'ils ont déjà fait un paiement !!!<br />
<br />
Il faut insister, mendier pour avoir l'argent qu'ils nous doivent, pourquoi ce n'est pas en automatique une fois le premier paiement effectué ?<br />
<br />
Quand je pense à ceux qui laissent tomber, ou n'osent pas réclamer c'est tout bénef pour BA-CLIC !","Bonjour  Pour ma part je n'ai toujours rien reçu depuis le 18/12/2017 !!! Et cela malgré les 2 mails de relance le pendant ce mois d'attente. C'est pas sérieux de plus que c'est ma deuxième demande, donc mon compte paypal est connu d'eux vu qu'ils ont déjà fait un paiement !!!  Il faut insister, mendier pour avoir l'argent qu'ils nous doivent, pourquoi ce n'est pas en automatique une fois le premier paiement effectué ?  Quand je pense à ceux qui laissent tomber, ou n'osent pas réclamer c'est tout bénef pour BA-CLIC !",2018-01-17,2020-05-09 18:55:09,2018,1,2018-01,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359115,55297,2018-01-17 20:40:20,0,25466,Eurospub,0,1,le site vient de fermer  sans  annonce ni quoi que ce  soit   c'est deguelasse ,le site vient de fermer  sans  annonce ni quoi que ce  soit   c'est deguelasse ,2018-01-17,2020-05-09 20:40:20,2018,1,2018-01,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359117,98289,2018-01-17 20:41:09,0,25466,Eurospub,0,1,site fermé !!,site fermé !!,2018-01-17,2020-05-09 20:41:09,2018,1,2018-01,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359146,98594,2018-01-17 23:18:28,0,19542,WinsCash,0,1,"Perso je suis désolé mais pour moi ces la note que mérite ce site pour l'instant <br />
Réouverture mi janvier mouai j'y crois pas trop pour moi c'est un scam <br />
Site fermé = scam ",Perso je suis désolé mais pour moi ces la note que mérite ce site pour l'instant  Réouverture mi janvier mouai j'y crois pas trop pour moi c'est un scam  Site fermé = scam ,2018-01-17,2020-05-09 23:18:28,2018,1,2018-01,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359148,107061,2018-01-17 23:26:09,0,1863,Hiving,0,1,"NE PAIE PLUS. J'ai demandé le 5 novembre 2017 l'échange de 8000 points contre un paiement paypal. je n'ai rien reçu; j'ai fait une réclamation mi-décembre, sans réponse sauf l'accusé de réception de ma réclamation. toujours rien au 17 janvier 2018. Pourtant, ils continuent à envoyer des sondages à remplir. ARNAQUE.","NE PAIE PLUS. J'ai demandé le 5 novembre 2017 l'échange de 8000 points contre un paiement paypal. je n'ai rien reçu; j'ai fait une réclamation mi-décembre, sans réponse sauf l'accusé de réception de ma réclamation. toujours rien au 17 janvier 2018. Pourtant, ils continuent à envoyer des sondages à remplir. ARNAQUE.",2018-01-17,2020-05-09 23:26:09,2018,1,2018-01,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359332,107148,2018-01-18 17:48:32,1,12030,Click-It,0,1,"Jusqu'a maintenant j ai rien reçu  pseudo:coolman sur click it<br />
<span class=editCom> | Edit. : 24/01/2018 17:50:21</span>",Jusqu'a maintenant j ai rien reçu  pseudo:coolman sur click it  | Edit. : 24/01/2018 17:50:21,2018-01-18,2020-05-09 17:48:32,2018,1,2018-01,3,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359563,30586,2018-01-19 13:39:27,0,1863,Hiving,0,1,Comme dit dans les derniers commentaires : ne paie plus et ne répond pas aux messages...,Comme dit dans les derniers commentaires : ne paie plus et ne répond pas aux messages...,2018-01-19,2020-05-09 13:39:27,2018,1,2018-01,4,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360330,2299,2018-01-22 17:54:37,0,24886,Raise Pet,0,1,le site a l'air en vente ,le site a l'air en vente ,2018-01-22,2020-05-09 17:54:37,2018,1,2018-01,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359703,77515,2018-01-20 01:08:18,0,14791,Ba-Click,0,1," Ça fait depuis septembre 2017 que m?a commande de 5 &euro; a été approuvé, malgré les relances je n?ai toujours pas eu de paiement, jamais reçu de mail pour me donner les étapes à suivre pour faire débloquer tout ça ! En ce site j?y croyais car ils m?ont payé les 3 première fois , mais maintenant ça me motive plus de resté dessus car je suis très déçu..."," Ça fait depuis septembre 2017 que m?a commande de 5 € a été approuvé, malgré les relances je n?ai toujours pas eu de paiement, jamais reçu de mail pour me donner les étapes à suivre pour faire débloquer tout ça ! En ce site j?y croyais car ils m?ont payé les 3 première fois , mais maintenant ça me motive plus de resté dessus car je suis très déçu...",2018-01-20,2020-05-09 01:08:18,2018,1,2018-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359861,37223,2018-01-20 18:27:55,0,10345,WHAFF Rewards,0,1,"Les gens derrière cette app deviennent un peu étrange! J'ai demandé une rémunération au Bitcoin, pas reçu au bout d'une semaine alors j'ai contacté le support et je n'ai reçu une réponse qu'au 3eme mail disant que le paiement aux coins n'est plus.. On m'a remboursé mes points pour que je puisse demander un autre paiement, la j'ai demandé de l'argent PayPal.. Encore non reçu au bout de plus d'une samaine, je les ai contacté et on m'a répondu difficilement qu'ils ont un problème avec leur compte PayPal.. et ça fait presque un mois maintenant sans réponse ni paiement?!","Les gens derrière cette app deviennent un peu étrange! J'ai demandé une rémunération au Bitcoin, pas reçu au bout d'une semaine alors j'ai contacté le support et je n'ai reçu une réponse qu'au 3eme mail disant que le paiement aux coins n'est plus.. On m'a remboursé mes points pour que je puisse demander un autre paiement, la j'ai demandé de l'argent PayPal.. Encore non reçu au bout de plus d'une samaine, je les ai contacté et on m'a répondu difficilement qu'ils ont un problème avec leur compte PayPal.. et ça fait presque un mois maintenant sans réponse ni paiement?!",2018-01-20,2020-05-09 18:27:55,2018,1,2018-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359903,107440,2018-01-20 20:48:00,0,18920,Bankybee,0,1,"site arnaque, ils ont bloqués mon compte après avoir atteint 10 euro,le service clients ne répond, site géré par des novices, donc je vous déconseil d'y perdre du temps.","site arnaque, ils ont bloqués mon compte après avoir atteint 10 euro,le service clients ne répond, site géré par des novices, donc je vous déconseil d'y perdre du temps.",2018-01-20,2020-05-09 20:48:00,2018,1,2018-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359904,2299,2018-01-20 20:56:08,0,5445,Mayawin,0,1,on perd son temps avec ce jeu. jamais rien gagner même un gadget ,on perd son temps avec ce jeu. jamais rien gagner même un gadget ,2018-01-20,2020-05-09 20:56:08,2018,1,2018-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359908,2299,2018-01-20 21:11:30,0,9097,Gooprize,0,1,arnaque pure et simple,arnaque pure et simple,2018-01-20,2020-05-09 21:11:30,2018,1,2018-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359922,2299,2018-01-20 23:01:29,0,16566,Serial Winner,0,1,site fermé,site fermé,2018-01-20,2020-05-09 23:01:29,2018,1,2018-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359923,2299,2018-01-20 23:04:26,0,9977,kadoogames,0,1,site introuvable ,site introuvable ,2018-01-20,2020-05-09 23:04:26,2018,1,2018-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359926,2299,2018-01-20 23:34:25,0,1573,Egyptokdo,0,1,site dangereux ,site dangereux ,2018-01-20,2020-05-09 23:34:25,2018,1,2018-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359927,2299,2018-01-20 23:46:13,0,8969,PenduCado,0,1,la boutique est vide,la boutique est vide,2018-01-20,2020-05-09 23:46:13,2018,1,2018-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359931,2299,2018-01-21 00:08:22,0,18298,cartosort,0,1,site fermé,site fermé,2018-01-21,2020-05-09 00:08:22,2018,1,2018-01,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359933,2299,2018-01-21 00:39:52,0,13605,yajeux,0,1,je tombe sur google play,je tombe sur google play,2018-01-21,2020-05-09 00:39:52,2018,1,2018-01,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359935,2299,2018-01-21 00:48:06,0,25260,VelocityChess,0,1,impossible de se connecter,impossible de se connecter,2018-01-21,2020-05-09 00:48:06,2018,1,2018-01,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359936,2299,2018-01-21 00:50:51,0,1407,Youpifun,0,1,mon compte a été désactivé sans raison donc arnaque,mon compte a été désactivé sans raison donc arnaque,2018-01-21,2020-05-09 00:50:51,2018,1,2018-01,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
